split,image_path,class_name,class_id
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2272_2_JPG.rf.ce7e64c09f982aeb24b87524f6970a47.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2273_2_JPG.rf.7609ce6e611463a551f611443924ff80.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2274_1_JPG.rf.66048917e5f545bce3f77105b3ab76d0.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2274_JPG.rf.b2d164712a3f802b77e418479516d433.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2279_1_JPG.rf.50474d8241ad1f26369d6e18607b41fc.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2279_2_JPG.rf.b3257398bf0c5a5dc90c5039f15f877f.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2279_JPG.rf.22905e56dce0d0c0a46d00dcc672aeef.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2280_1_JPG.rf.3ea210865459cf3df9653551b22d1920.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2280_JPG.rf.454e1d05657cb5b42e95004c7e252a11.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2281_2_JPG.rf.57cfee8920eee7e4001647024b5f37c0.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2281_JPG.rf.e7e0b4fe82c00dca47f6a83034bd241b.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2282_1_JPG.rf.5980c928077d64affe675f0cd29ab808.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2283_1_JPG.rf.52995fae722a631adc3cbc4fe5338db5.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2283_JPG.rf.084c2d346d283972e6295ddfbaf08e1f.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2284_1_JPG.rf.234659d9120130d90146070178df8370.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2284_JPG.rf.3992d8ad553b8d7274b4e80d5c1ee573.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2285_2_JPG.rf.060b92068bd0047448b03b69036d551c.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2285_JPG.rf.dda5fe6e1d01d9aac8a03b73d7639cf6.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2299_1_JPG.rf.ef0ac66f3103e576e7d229ae7e088765.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2299_2_JPG.rf.6366ad7fdfbe45c5b2387cb485ef5597.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2299_JPG.rf.f667553d1a8bc2b1b5536e5ddf5e0624.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2309_1_JPG.rf.ae3d14fd3a2d51b9fa07ee26b053067d.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2309_2_JPG.rf.3d6b0723f589635e91483f3c6002f4ab.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2324_2_JPG.rf.945faa80328ca0018822e6255689ae52.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2324_JPG.rf.36b46a872a5971518244058de6032ab9.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2334_1_JPG.rf.c89c5817463a9c0fad5f729ca0c114ec.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2334_JPG.rf.a6ab307816dad1b72e745af9f560ad4e.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2351_2_JPG.rf.ddd70b0a552df056b98424b19767dd03.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2352_2_JPG.rf.027559f3b50eac9f80f1dfcaa9acf6da.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2380_1_JPG.rf.fcb3a99a47c824e1bc57a8fa6dbc8c5a.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2380_2_JPG.rf.80cc49f62d253d867d4f38d7900bad9d.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2380_JPG.rf.07a949a7c50090e3776e3141311aa46e.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2381_2_JPG.rf.1d984eed62525850ecb4038c063920ce.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2381_JPG.rf.f3b3126a2fd97b025eefbd973d8c83b7.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2382_1_JPG.rf.a10e420052e5eff94ffda1d8a5acfb7b.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2382_2_JPG.rf.7062530e449a717c3737c7d49b93cf3a.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2382_JPG.rf.fc12793c22423af197f9e84f6842214e.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2383_2_JPG.rf.8755b364e36e4a5e7610de0dfadcb7f3.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2385_2_JPG.rf.01874259a575aa968e972506fca2f035.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2385_JPG.rf.d8d29619fc90b5d1522477a7df916224.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2386_1_JPG.rf.47adc3348d6274a59fab8fe2fd499d64.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2386_2_JPG.rf.f042c3604f7cb9c2687a467b9ede7af6.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2388_1_JPG.rf.9e2dcb2614ac8fe43c0bcf2693ad5a3c.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2388_JPG.rf.c7d8bfb0973b9c5b169a9058b8bf852c.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2396_1_JPG.rf.eabbc4e5c9d28ae201737f225c84c36f.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2396_2_JPG.rf.9a69fb3d96d24156a481118c2763f86b.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2396_JPG.rf.ef1d5d5cd40062eaaa5b9e2bafcf1af0.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2418_1_JPG.rf.766b4632b2b62ee9fcc6cfb988613919.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2418_JPG.rf.191bda74c11b595362eb934986e288e4.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2447_1_JPG.rf.eb9aed5d4166af2c626c67a362f63dba.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2448_1_JPG.rf.3a0cf6671cf0033bea93ea96add6a0e6.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2448_2_JPG.rf.8565dc1648738eda3bc81c9cd2745ed2.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2448_JPG.rf.f5664c1870392fa783c7308277b35b2f.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2466_1_JPG.rf.5a0b79d267839381aa371032915c32e8.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2466_2_JPG.rf.a43f421d9f9cb1e9f90a3341e85d1598.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2468_1_JPG.rf.a6899540f982821dbf59e94bbd82b1db.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2483_1_JPG.rf.3a29b28220b0988268ec5bbb78b8d86c.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2483_JPG.rf.3582ef0becd7ece9ccbab58888b73c64.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2500_2_JPG.rf.990a9d17150a420e43d2d16cfd7c286d.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2537_JPG.rf.b0bddbfa08f06b1bce3dbc0c6dd3107c.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2629_1_JPG.rf.79cc226641b9da34e9bdd72f458a53c1.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2629_JPG.rf.b25fac20df00c7addbd6ea172fd1699f.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2630_1_JPG.rf.1927e17c3688fef6c308b1e423884a40.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2630_JPG.rf.afeff558615a3b69a5da2b715a847c82.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2631_JPG.rf.2d46d56cb00f25cd10e00977cffe899e.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2632_2_JPG.rf.533988dfc68d74675e34194fdc10aa21.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2632_JPG.rf.62337806682c86cffa4903d488d30bf4.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2633_2_JPG.rf.058663a425f12db600eb30e1cc12ddbb.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2633_JPG.rf.6ed20037afe175c0458b88b1f15e2780.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2666_1_JPG.rf.ab17d62532fe9bf237c6fbc1255a1d79.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2667_1_JPG.rf.98c53b557ac4829c6f44d18a855716ce.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2668_1_JPG.rf.b72616106a35989dd483d22deb801e02.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2668_2_JPG.rf.ad84c94eed58ac53816eb64b47961545.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2669_JPG.rf.094564abf94088eedbe2d99194e260b3.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2670_1_JPG.rf.e7d107b94f94c08768211d5777bcd319.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2670_2_JPG.rf.d99623b1ebde85558617ce744789935b.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2671_2_JPG.rf.af0a169ef0edc95d5144d10b62912d30.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2671_JPG.rf.33ed7b91f9f7b6fa44a3f6f896607e1a.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2672_2_JPG.rf.79182d0d768a1fae8cbe9ae8593ffa86.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2672_JPG.rf.859701e9f485dbea2a52f0a80dbba369.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2673_2_JPG.rf.fb65a3d2d226cf9b24b4a6bab260c0bb.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2675_1_JPG.rf.53e31bba646ab257bbe19eb78c08e834.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2675_2_JPG.rf.461f0082c3d2b18a9c27aa76e4adefc9.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2676_1_JPG.rf.d162134808c1979d875482362fd76842.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2676_2_JPG.rf.5d2b5705b4586692b3f91480fe378be1.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2677_1_JPG.rf.a606ca6021f060be44cc559fdc3505dc.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2678_2_JPG.rf.f9e78be8ea6f033f8b369f4620a8ce1f.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2678_JPG.rf.c26341327ed8a13b55051fb859535c33.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2679_1_JPG.rf.36c380b65c2be47498bc91ef0bbc154f.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2679_2_JPG.rf.e173bb0c74c3818f22b66c7ef18d2bd7.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2679_JPG.rf.308368a98be57d3057a291a2322bf8d8.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2681_1_JPG.rf.842bd3c42c7f4e2e787da7494f0f2586.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2685_2_JPG.rf.a10a432a0b91d3c86d6670f9c7de76c5.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2685_JPG.rf.f2684507309a5ba1b2155995ebf20832.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2703_2_JPG.rf.31f9d3145d9a7f48cb1e7cc26606a459.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2703_JPG.rf.ea0549d7d01607ba070e459e0622b528.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2704_2_JPG.rf.f0595c290cd6b84783a993c252c54a41.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2704_JPG.rf.e4278dfab37587ee342ac7022309541f.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2706_1_JPG.rf.0216534482c777e4596039b91493aced.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2707_1_JPG.rf.fc2de447a5bf5f9747b8d972c9ef12ed.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2707_2_JPG.rf.9eddfd3a87b5d42291876d3031000e97.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2707_JPG.rf.3b1946cadff487a8af05a922c584aecb.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2708_1_JPG.rf.0d736fd39d6385215b30b09a7e55d17d.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2708_JPG.rf.1ebad163dadd0ebd34d5f945d98e0281.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2709_1_JPG.rf.17502ba3bbd456faadc2cef03039d854.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2709_JPG.rf.17430f1b226efc49654d827f062c0588.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2710_2_JPG.rf.1e71af6d271135ce6300c555e9b8e6d6.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2711_1_JPG.rf.3a85ee0c8209cdd1c74d195722930eaa.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2712_2_JPG.rf.a3e099bc9f65f71e98549b76f60c5858.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2713_2_JPG.rf.fb2c5c859ba2c3f91de9ad9fbec58e2f.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2713_JPG.rf.534745dca86c5c92a1afdf171a2027ec.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2714_1_JPG.rf.d1fdce478fa22829ea8f72db694f5c81.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2714_2_JPG.rf.ef029fdd65f3b8883a6066a218fd648a.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2714_JPG.rf.c9030f3fda6140c2870f87e0f22eaad5.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2716_1_JPG.rf.0b1887193d1ca6fc05bb624b503cd8d0.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2716_2_JPG.rf.5ea66bcb2762efe9e346e734bf2f6acb.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2716_JPG.rf.aced740d498fdcc90656a620a38f9cd6.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2717_1_JPG.rf.8ac7c2e10ddbf07a09dd875bcf8c43d4.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2717_JPG.rf.08fac289d2250356ca471718c53d7faf.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2718_1_JPG.rf.07d4cb8c616666bf7f8b25dd198a137f.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2718_JPG.rf.57ce346cdf535b819812e040a3d398e8.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2719_2_JPG.rf.cd324de9db85b374048247f3de2bf7b4.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2719_JPG.rf.c2978b530855a870751e73228a130c6f.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2720_1_JPG.rf.b74b37106b3f60e3ceaff35bc81e0426.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2720_JPG.rf.fb743131de15aed8fedfd152652ead3a.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2721_JPG.rf.ddfed84981c8d2997f4f822a0d9704f1.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2722_1_JPG.rf.5024ff7e33e85a5e5501729cc950f80e.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2722_2_JPG.rf.5a8286a6b5cacf0ea4a85c329e41a76c.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2722_JPG.rf.8e998fa847c9578f6385ebf4b4c42f69.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2723_1_JPG.rf.1f485387c4e84a1e1a4a8dd1d89155b9.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2723_2_JPG.rf.79bb2830b32a3e42ef54e162a7b42898.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2724_2_JPG.rf.975891b4faf7cd0600c24b1add716e65.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2725_1_JPG.rf.b0e6db076f28e48b379015547b79e705.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2725_2_JPG.rf.0e30ff086000ec84aecdfc96c59d5382.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2726_1_JPG.rf.4fe148a3c27197581a4e52c402a16624.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2726_2_JPG.rf.9aeb6d03fee2df89c54c4d75c54025aa.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2726_JPG.rf.d96595814707c1d82d5a0f94cec4dcb2.jpg,Cafe_benh_dom_rong,0
train,cv\datasets\train\Cafe_benh_dom_rong\IMG_2727_1_JPG.rf.dfc3f835036b62be35ca71a22d9ff578.jpg,Cafe_benh_dom_rong,0
